No.,date,wind_code,sec_name
653,2018/10/21,600919.SH,江苏银行
654,2018/10/21,600926.SH,杭州银行
655,2018/10/21,600936.SH,广西广电
656,2018/10/21,600939.SH,重庆建工
657,2018/10/21,600958.SH,东方证券
658,2018/10/21,600959.SH,江苏有线
659,2018/10/21,600967.SH,内蒙一机
660,2018/10/21,600970.SH,中材国际
661,2018/10/21,600971.SH,恒源煤电
662,2018/10/21,600977.SH,中国电影
663,2018/10/21,600978.SH,宜华生活
664,2018/10/21,600993.SH,马应龙
665,2018/10/21,600996.SH,贵广网络
666,2018/10/21,600999.SH,招商证券
667,2018/10/21,601000.SH,唐山港
668,2018/10/21,601001.SH,大同煤业
669,2018/10/21,601006.SH,大秦铁路
670,2018/10/21,601009.SH,南京银行
671,2018/10/21,601012.SH,隆基股份
672,2018/10/21,601016.SH,节能风电
673,2018/10/21,601018.SH,宁波港
674,2018/10/21,601019.SH,山东出版
675,2018/10/21,601020.SH,华钰矿业
676,2018/10/21,601021.SH,春秋航空
677,2018/10/21,601088.SH,中国神华
678,2018/10/21,601098.SH,中南传媒
679,2018/10/21,601099.SH,太平洋
680,2018/10/21,601108.SH,财通证券
681,2018/10/21,601111.SH,中国国航
682,2018/10/21,601117.SH,中国化学
683,2018/10/21,601127.SH,小康股份
684,2018/10/21,601128.SH,常熟银行
685,2018/10/21,601155.SH,新城控股
686,2018/10/21,601166.SH,兴业银行
687,2018/10/21,601168.SH,西部矿业
688,2018/10/21,601169.SH,北京银行
689,2018/10/21,601179.SH,中国西电
690,2018/10/21,601186.SH,中国铁建
691,2018/10/21,601198.SH,东兴证券
692,2018/10/21,601200.SH,上海环境
693,2018/10/21,601211.SH,国泰君安
694,2018/10/21,601212.SH,白银有色
695,2018/10/21,601216.SH,君正集团
696,2018/10/21,601225.SH,陕西煤业
697,2018/10/21,601228.SH,广州港
698,2018/10/21,601229.SH,上海银行
699,2018/10/21,601233.SH,桐昆股份
700,2018/10/21,601238.SH,广汽集团
701,2018/10/21,601288.SH,农业银行
702,2018/10/21,601311.SH,骆驼股份
703,2018/10/21,601318.SH,中国平安
704,2018/10/21,601328.SH,交通银行
705,2018/10/21,601333.SH,广深铁路
706,2018/10/21,601336.SH,新华保险
707,2018/10/21,601360.SH,三六零
708,2018/10/21,601377.SH,兴业证券
709,2018/10/21,601390.SH,中国中铁
710,2018/10/21,601398.SH,工商银行
711,2018/10/21,601555.SH,东吴证券
712,2018/10/21,601600.SH,中国铝业
713,2018/10/21,601601.SH,中国太保
714,2018/10/21,601607.SH,上海医药
715,2018/10/21,601608.SH,中信重工
716,2018/10/21,601611.SH,中国核建
717,2018/10/21,601618.SH,中国中冶
718,2018/10/21,601628.SH,中国人寿
719,2018/10/21,601633.SH,长城汽车
720,2018/10/21,601668.SH,中国建筑
721,2018/10/21,601669.SH,中国电建
722,2018/10/21,601678.SH,滨化股份
723,2018/10/21,601688.SH,华泰证券
724,2018/10/21,601689.SH,拓普集团
725,2018/10/21,601717.SH,郑煤机
726,2018/10/21,601718.SH,际华集团
727,2018/10/21,601727.SH,上海电气
728,2018/10/21,601766.SH,中国中车
729,2018/10/21,601777.SH,力帆股份
730,2018/10/21,601788.SH,光大证券
731,2018/10/21,601800.SH,中国交建
732,2018/10/21,601801.SH,皖新传媒
733,2018/10/21,601808.SH,中海油服
734,2018/10/21,601811.SH,新华文轩
735,2018/10/21,601818.SH,光大银行
736,2018/10/21,601828.SH,美凯龙
737,2018/10/21,601838.SH,成都银行
738,2018/10/21,601857.SH,中国石油
739,2018/10/21,601866.SH,中远海发
740,2018/10/21,601872.SH,招商轮船
741,2018/10/21,601877.SH,正泰电器
742,2018/10/21,601878.SH,浙商证券
743,2018/10/21,601880.SH,大连港
744,2018/10/21,601881.SH,中国银河
745,2018/10/21,601888.SH,中国国旅
746,2018/10/21,601898.SH,中煤能源
747,2018/10/21,601899.SH,紫金矿业
748,2018/10/21,601901.SH,方正证券
749,2018/10/21,601919.SH,中远海控
750,2018/10/21,601928.SH,凤凰传媒
751,2018/10/21,601933.SH,永辉超市
752,2018/10/21,601939.SH,建设银行
753,2018/10/21,601958.SH,金钼股份
754,2018/10/21,601966.SH,玲珑轮胎
755,2018/10/21,601969.SH,海南矿业
756,2018/10/21,601985.SH,中国核电
757,2018/10/21,601988.SH,中国银行
758,2018/10/21,601989.SH,中国重工
759,2018/10/21,601991.SH,大唐发电
760,2018/10/21,601992.SH,金隅集团
761,2018/10/21,601997.SH,贵阳银行
762,2018/10/21,601998.SH,中信银行
763,2018/10/21,603000.SH,人民网
764,2018/10/21,603019.SH,中科曙光
765,2018/10/21,603025.SH,大豪科技
766,2018/10/21,603056.SH,德邦股份
767,2018/10/21,603077.SH,和邦生物
768,2018/10/21,603160.SH,汇顶科技
769,2018/10/21,603169.SH,兰石重装
770,2018/10/21,603188.SH,ST亚邦
771,2018/10/21,603198.SH,迎驾贡酒
772,2018/10/21,603225.SH,新凤鸣
773,2018/10/21,603228.SH,景旺电子
774,2018/10/21,603260.SH,合盛硅业
775,2018/10/21,603288.SH,海天味业
776,2018/10/21,603328.SH,依顿电子
777,2018/10/21,603355.SH,莱克电气
778,2018/10/21,603369.SH,今世缘
779,2018/10/21,603377.SH,东方时尚
780,2018/10/21,603444.SH,吉比特
781,2018/10/21,603515.SH,欧普照明
782,2018/10/21,603556.SH,海兴电力
783,2018/10/21,603568.SH,伟明环保
784,2018/10/21,603569.SH,长久物流
785,2018/10/21,603589.SH,口子窖
786,2018/10/21,603658.SH,安图生物
787,2018/10/21,603659.SH,璞泰来
788,2018/10/21,603766.SH,隆鑫通用
789,2018/10/21,603799.SH,华友钴业
790,2018/10/21,603806.SH,福斯特
791,2018/10/21,603816.SH,顾家家居
792,2018/10/21,603833.SH,欧派家居
793,2018/10/21,603858.SH,步长制药
794,2018/10/21,603868.SH,飞科电器
795,2018/10/21,603877.SH,太平鸟
796,2018/10/21,603883.SH,老百姓
797,2018/10/21,603885.SH,吉祥航空
798,2018/10/21,603888.SH,新华网
799,2018/10/21,603899.SH,晨光文具
800,2018/10/21,603993.SH,洛阳钼业
,,,
,,,
数据来源：Wind,,,
